epochs,data_type,macro_f1,micro_f1
0,train,0.6341886710189251,0.7412856196156395
0,test,0.5940369965501711,0.7172413793103447
1,train,0.6415662143779006,0.7011265738899933
1,test,0.6240328347718174,0.6954907161803714
2,train,0.7216870915876642,0.7799867461895295
2,test,0.710276933608403,0.7708222811671087
3,train,0.6867853358718712,0.7463220675944334
3,test,0.6732499060079392,0.7416445623342175
4,train,0.6863411855873933,0.7347912524850895
4,test,0.6512903827587342,0.7055702917771883
5,train,0.6190387461978724,0.676076872100729
5,test,0.5836525827694512,0.646684350132626
6,train,0.6022938592506655,0.6609675281643472
6,test,0.5648713482346084,0.63342175066313
7,train,0.8004870300115916,0.8430748840291584
7,test,0.7490120142034523,0.8053050397877984
8,train,0.7381296939503731,0.7974817760106031
8,test,0.6803646342726605,0.7527851458885941
9,train,0.7262831112645365,0.7803843605036449
9,test,0.6706856321251916,0.7442970822281169
10,train,0.7819088159470307,0.8216037110669318
10,test,0.7132642133056588,0.7729442970822282
11,train,0.8540558637899235,0.8828363154406892
11,test,0.7790654965771818,0.8297082228116711
12,train,0.7777545585077463,0.8084824387011265
12,test,0.7087455141023048,0.7496021220159151
13,train,0.7725006723777322,0.8279655400927768
13,test,0.6997288093845535,0.7724137931034483
14,train,0.7990132110901452,0.8483764082173624
14,test,0.7235392139468082,0.7925729442970822
15,train,0.7664750716608608,0.8125911199469847
15,test,0.681950802796194,0.7469496021220158
16,train,0.695898070925202,0.7534791252485088
16,test,0.6380905348414544,0.7082228116710876
17,train,0.7832682713167282,0.8174950298210736
17,test,0.6897551870183778,0.7448275862068966
18,train,0.6976612080186086,0.7086812458581843
18,test,0.6231744802134729,0.6530503978779841
19,train,0.828061529266852,0.8698475811795892
19,test,0.7481510537940597,0.8058355437665782
20,train,0.8078046726429132,0.8547382372432074
20,test,0.723286126039201,0.7872679045092839
21,train,0.7542143845874775,0.814181577203446
21,test,0.6766278139885997,0.7511936339522546
22,train,0.7736532872760348,0.8315440689198145
22,test,0.6918120023963752,0.7718832891246685
23,train,0.8384787949202492,0.8819085487077535
23,test,0.7382668893850963,0.8063660477453581
24,train,0.7528052262151701,0.8131212723658051
24,test,0.673119031190199,0.7474801061007957
25,train,0.8761422811838475,0.9020543406229291
25,test,0.7719834534527195,0.8259946949602122
26,train,0.8736139467154402,0.9007289595758781
26,test,0.7772626652233029,0.8297082228116711
27,train,0.8536208736488691,0.8837640821736249
27,test,0.76302539506618,0.8159151193633952
28,train,0.8399567941636192,0.8738237243207422
28,test,0.7497108821950934,0.8015915119363395
29,train,0.864786531937306,0.9003313452617627
29,test,0.7640956874908545,0.8228116710875332
30,train,0.8873194422492807,0.9187541418157721
30,test,0.7856740970102267,0.8445623342175066
31,train,0.8494348238552737,0.8903909874088801
31,test,0.7597919438602352,0.8254641909814323
