epochs,data_type,macro_f1,micro_f1
0,train,0.1610187424812559,0.4640159045725646
0,test,0.16354083038732875,0.46949602122015915
1,train,0.24566258552708692,0.4702451954937044
1,test,0.24732415334273727,0.47108753315649865
2,train,0.2665289330681508,0.5102717031146454
2,test,0.268191003760233,0.5108753315649868
3,train,0.2506263518453687,0.4189529489728297
3,test,0.24616618699275,0.41644562334217505
4,train,0.2746774355907894,0.4671968190854871
4,test,0.27476639416601745,0.47692307692307695
5,train,0.2957604231919812,0.4441351888667992
5,test,0.28277338308301997,0.43713527851458883
6,train,0.27584060184156944,0.48588469184890654
6,test,0.26944245580982396,0.4742705570291777
7,train,0.32802254467714065,0.5297548045062955
7,test,0.3288715480133166,0.5310344827586206
8,train,0.342654193517383,0.5467196819085487
8,test,0.35085504599481976,0.5474801061007958
9,train,0.28249994493554154,0.3744201457919151
9,test,0.2897714405826698,0.3883289124668435
10,train,0.3414283986508901,0.5240556660039761
10,test,0.3436310996514933,0.5220159151193634
11,train,0.16762045970124037,0.17826375082836315
11,test,0.16226651029923284,0.17612732095490716
12,train,0.36300549097369544,0.4934393638170974
12,test,0.3623543639074434,0.49018567639257293
13,train,0.1358632421011543,0.13280318091451293
13,test,0.13563493407521351,0.13527851458885942
14,train,0.20436648256284506,0.2144466534128562
14,test,0.19982544321016588,0.21326259946949602
15,train,0.427105096890831,0.512127236580517
15,test,0.42050683053302434,0.5045092838196287
16,train,0.3393507820827143,0.3903247183565275
16,test,0.3474838898670625,0.4010610079575597
17,train,0.2746061849049945,0.28986083499005966
17,test,0.2740156147527897,0.29814323607427057
18,train,0.2251323387735303,0.2397614314115308
18,test,0.23686550622493407,0.2583554376657825
19,train,0.30539325742884554,0.3815772034459907
19,test,0.31232264270418375,0.3904509283819629
20,train,0.39272973206146206,0.49860834990059644
20,test,0.4172321620321272,0.5188328912466843
21,train,0.3447359232600247,0.40927766732935716
21,test,0.35147248332670045,0.42281167108753315
22,train,0.3944626062366983,0.4870775347912525
22,test,0.3990016217393449,0.49018567639257293
23,train,0.5043858514959831,0.6170974155069583
23,test,0.5036367932931036,0.6212201591511937
24,train,0.4600701058970409,0.5762756792577867
24,test,0.4492107407768445,0.5697612732095491
25,train,0.5548528304599094,0.6858846918489065
25,test,0.5566526475603002,0.6859416445623342
26,train,0.4248702682023085,0.5685884691848907
26,test,0.4247019203068512,0.5745358090185676
27,train,0.5637931751943358,0.7016567263088138
27,test,0.5691219127990264,0.7087533156498674
28,train,0.3438384463727953,0.5722995361166335
28,test,0.3436508207008023,0.5777188328912467
29,train,0.38834274529846524,0.5859509609012591
29,test,0.38751638155020984,0.5824933687002652
30,train,0.41947185959954875,0.5371769383697813
30,test,0.4235249052992714,0.5395225464190981
31,train,0.5266192959907281,0.616832339297548
31,test,0.5201826632598205,0.6169761273209549
32,train,0.4223001996256075,0.6499668654738238
32,test,0.4081641358515638,0.6535809018567639
33,train,0.42785403138423367,0.6287607687210073
33,test,0.4131676337548174,0.6206896551724138
