epochs,data_type,macro_f1,micro_f1
0,train,0.15436308044536212,0.4747514910536779
0,test,0.1602356524668462,0.4753315649867374
1,train,0.1876754194474505,0.2690523525513585
1,test,0.1904556244280195,0.26684350132625995
2,train,0.25561647498112117,0.37508283631544076
2,test,0.2638754822131838,0.38620689655172413
3,train,0.2850944181804988,0.5159708416169648
3,test,0.2812506635586175,0.5145888594164456
4,train,0.3091820343066226,0.5158383035122598
4,test,0.3023955661694556,0.5135278514588859
5,train,0.4022649963527668,0.5726971504307489
5,test,0.4049520854929892,0.579840848806366
6,train,0.3673236574070324,0.5090788601722995
6,test,0.3658388451886904,0.5114058355437666
7,train,0.3137446490609078,0.4068919814446653
7,test,0.31749001298021745,0.4180371352785146
8,train,0.3591604011821394,0.4828363154406892
8,test,0.3631001352715407,0.4891246684350133
9,train,0.13112140239516884,0.13863485752153745
9,test,0.12814656906901228,0.1363395225464191
10,train,0.33915036008387284,0.42054340622929093
10,test,0.34125908648129494,0.4297082228116711
11,train,0.407974016888584,0.5695162359178264
11,test,0.40365238892341193,0.5755968169761273
12,train,0.10200906565919929,0.11835652750165673
12,test,0.10240259184295826,0.11936339522546419
13,train,0.43721514241892984,0.597481776010603
13,test,0.431790217658336,0.5984084880636604
14,train,0.21967794650435507,0.24042412193505633
14,test,0.22824690521046848,0.2509283819628647
15,train,0.45594568749695996,0.6067594433399602
15,test,0.4580189104281299,0.6074270557029178
16,train,0.3187881687385575,0.338104705102717
16,test,0.32204922324804275,0.3384615384615385
17,train,0.412072723034364,0.5684559310801856
17,test,0.4237301030554127,0.5819628647214854
18,train,0.2619688457199224,0.2921139827700464
18,test,0.26416092194697177,0.30716180371352786
19,train,0.4705753297714265,0.5958913187541418
19,test,0.4925689538922141,0.6106100795755968
20,train,0.4523440638773512,0.5601060304837641
20,test,0.4900954190615231,0.579840848806366
21,train,0.3888354004120017,0.6239893969516236
21,test,0.41264115796602735,0.6254641909814324
22,train,0.3850751349156077,0.4636182902584493
22,test,0.4077220533518949,0.4737400530503979
23,train,0.3153305018652823,0.33028495692511595
23,test,0.2969259937696928,0.3246684350132626
24,train,0.3085890214033003,0.35772034459907226
24,test,0.3209500880395625,0.37188328912466845
25,train,0.3878979620206734,0.4813783962889331
25,test,0.41075977875051584,0.5098143236074271
26,train,0.4173877106794179,0.5994698475811796
26,test,0.41069683537895285,0.5957559681697613
27,train,0.157613003317881,0.17190192180251823
27,test,0.1663970644154067,0.17931034482758618
28,train,0.40598969807745544,0.4860172299536117
28,test,0.43272164916514777,0.5076923076923077
29,train,0.4889410784974295,0.5954937044400265
29,test,0.48010642749423393,0.5893899204244032
30,train,0.38113796433558045,0.4393638170974155
30,test,0.38585969493272976,0.4525198938992042
31,train,0.49715115553291334,0.6693174287607687
31,test,0.5017753043650474,0.673209549071618
