epochs,data_type,macro_f1,micro_f1
0,train,0.5005808947298702,0.688933068257124
0,test,0.5121110118169487,0.6917771883289124
1,train,0.6458596647853682,0.7530815109343937
1,test,0.6594063409070341,0.7591511936339523
2,train,0.5949746958035182,0.7504307488402916
2,test,0.6116583322998956,0.7564986737400531
3,train,0.5080222995167437,0.6014579191517562
3,test,0.4983551617550317,0.6021220159151194
4,train,0.7861965405845931,0.8532803180914513
4,test,0.7794256123205999,0.837135278514589
5,train,0.6933279260554135,0.7821073558648112
5,test,0.6911790549819707,0.7750663129973475
6,train,0.6387105162554652,0.7375745526838966
6,test,0.6270663243697374,0.7257294429708223
7,train,0.5772544649027063,0.6998011928429424
7,test,0.5800635621861222,0.6949602122015915
8,train,0.67394462243493,0.7620941020543406
8,test,0.6621228690434695,0.7469496021220158
9,train,0.6966805045479931,0.8035785288270377
9,test,0.6769405943540192,0.7835543766578249
10,train,0.7103420662033423,0.8019880715705765
10,test,0.6995040360484788,0.7856763925729443
11,train,0.6693066072451648,0.7622266401590457
11,test,0.6537842998754427,0.7480106100795756
12,train,0.7036960959060494,0.7823724320742214
12,test,0.6787192194182784,0.7591511936339523
13,train,0.7571339772049556,0.8098078197481776
13,test,0.7293176188401396,0.7835543766578249
14,train,0.7680166775387061,0.8239893969516235
14,test,0.7329429492867068,0.793633952254642
15,train,0.7468535906528949,0.8094102054340623
15,test,0.7050511036140169,0.7692307692307693
16,train,0.7820332688718334,0.83870112657389
16,test,0.7451882741954938,0.8063660477453581
17,train,0.7422135383902211,0.8072895957587806
17,test,0.6875112984562433,0.7639257294429709
18,train,0.7707437398316127,0.8355202120609675
18,test,0.7367124486497867,0.8063660477453581
19,train,0.7930800692874548,0.841351888667992
19,test,0.7576989021582733,0.8074270557029178
20,train,0.8045574792403556,0.8441351888667992
20,test,0.7390437912179385,0.7925729442970822
21,train,0.836207275195,0.8776673293571902
21,test,0.7714000638671032,0.8244031830238727
22,train,0.8103288123911231,0.8514247846255798
22,test,0.7546035094148029,0.8053050397877984
23,train,0.8112531489876702,0.8482438701126573
23,test,0.7448253714961961,0.7952254641909813
24,train,0.7325864572810601,0.8054340622929093
24,test,0.671028504696251,0.7586206896551724
25,train,0.831905482752284,0.865738899933731
25,test,0.7460614358194334,0.8047745358090186
26,train,0.8343069790889721,0.8783300198807157
26,test,0.7587791604306038,0.8180371352785146
27,train,0.8516392846079128,0.8885354539430086
27,test,0.7744872491567689,0.8312997347480106
28,train,0.815909237923169,0.8420145791915176
28,test,0.7271376869896882,0.7713527851458886
29,train,0.7782804632524203,0.8250497017892644
29,test,0.6889381243875523,0.7607427055702918
30,train,0.8227074912109732,0.8482438701126573
30,test,0.7388138189968265,0.7835543766578249
31,train,0.8335429548919894,0.8717031146454606
31,test,0.7258524491720447,0.7984084880636605
32,train,0.8512556045941917,0.8860172299536117
32,test,0.7551489445927755,0.8164456233421751
33,train,0.7740089891429548,0.8359178263750829
33,test,0.7044083580498268,0.7782493368700265
34,train,0.7665676278424478,0.7887342611000663
34,test,0.6977656890221776,0.7315649867374006
35,train,0.8331091849944041,0.8800530152418821
35,test,0.7467617784520588,0.810079575596817
36,train,0.8344923372430957,0.8634857521537442
36,test,0.7542810349419012,0.8010610079575596
37,train,0.8370578899735049,0.8828363154406892
37,test,0.7337404338533036,0.8053050397877984
38,train,0.8080717706706444,0.8579191517561299
38,test,0.7237192168928154,0.789920424403183
39,train,0.8640964852129777,0.8921139827700464
39,test,0.7753803064099911,0.8222811671087533
40,train,0.8235377810512396,0.8690523525513586
40,test,0.7322984411580358,0.7920424403183024
41,train,0.7979729163507571,0.8556660039761431
41,test,0.7238344936394763,0.7957559681697612
42,train,0.9009237941749294,0.9277667329357189
42,test,0.8030696332356811,0.8578249336870026
43,train,0.7971109675464007,0.8508946322067594
43,test,0.7236384013718459,0.7920424403183024
44,train,0.857419420723845,0.8944996686547383
44,test,0.7642243920642602,0.8238726790450929
45,train,0.8728093342513669,0.9129224652087475
45,test,0.7494959128115256,0.8222811671087533
46,train,0.8318456179100897,0.8848243870112658
46,test,0.7298719568556006,0.8042440318302387
47,train,0.8611622351074857,0.9003313452617627
47,test,0.7487132223351044,0.8095490716180371
48,train,0.863565021268097,0.8970178926441352
48,test,0.7550958615859107,0.8127320954907162
49,train,0.8770721985007179,0.9089463220675944
49,test,0.7432312782829091,0.8090185676392573
50,train,0.7280388037330829,0.7856858846918489
50,test,0.6596973342856141,0.7241379310344829
51,train,0.88347049109018,0.9178263750828363
51,test,0.7780976121297293,0.8307692307692308
52,train,0.8309788903210151,0.8813783962889331
52,test,0.7428807761462165,0.810079575596817
53,train,0.9225070081912976,0.9388999337309476
53,test,0.7863399044805423,0.8419098143236073
54,train,0.8986965668761095,0.9172962226640159
54,test,0.7833604046657344,0.8424403183023874
55,train,0.822776800667642,0.8719681908548709
55,test,0.722080054082583,0.7962864721485411
56,train,0.9267887278701563,0.944466534128562
56,test,0.7952435377419481,0.849867374005305
57,train,0.8775937261250677,0.9080185553346587
57,test,0.7664105849621112,0.8275862068965517
58,train,0.8709350207401105,0.9074884029158382
58,test,0.7596949556878088,0.8270557029177719
59,train,0.8814033415083025,0.9117296222664016
59,test,0.7722547612623789,0.8344827586206898
60,train,0.9131714983829811,0.941948310139165
60,test,0.7813810053350203,0.8482758620689655
61,train,0.9291494393692712,0.949635520212061
61,test,0.7757268872803085,0.837135278514589
62,train,0.923018308323116,0.9455268389662028
62,test,0.773399526134863,0.8429708222811672
63,train,0.8934611048690668,0.9216699801192842
63,test,0.775845573906786,0.8350132625994695
64,train,0.9325047339090835,0.9517561298873426
64,test,0.7964587598916688,0.849867374005305
65,train,0.9191365551702138,0.9449966865473823
65,test,0.7917033463259192,0.8466843501326261
66,train,0.9158003163137248,0.9379721669980119
66,test,0.7899141474344923,0.8519893899204244
67,train,0.8952637909606487,0.9255135851557323
67,test,0.7816444077907009,0.843501326259947
68,train,0.9159887881844121,0.9332007952286282
68,test,0.7803670403166343,0.8381962864721485
69,train,0.9522843649217039,0.9647448641484426
69,test,0.8092368798143512,0.8610079575596817
70,train,0.9256814037380131,0.941948310139165
70,test,0.7831468399306879,0.8392572944297082
71,train,0.9028762833988144,0.9284294234592445
71,test,0.7609943550110747,0.8286472148541114
72,train,0.9420326442447182,0.9554671968190855
72,test,0.790056045168255,0.843501326259947
73,train,0.9183964124403875,0.9428760768721007
73,test,0.7948195490574983,0.8503978779840848
74,train,0.9620389213359196,0.9720344599072234
74,test,0.7963709014376297,0.8514588859416445
75,train,0.9397885628424992,0.9595758780649437
75,test,0.8011904781394034,0.8604774535809019
76,train,0.8967924497270807,0.9346587143803844
76,test,0.7434285526546912,0.8265251989389921
77,train,0.9340890070040135,0.9479125248508946
77,test,0.775515935945523,0.8376657824933686
78,train,0.9467591473044402,0.9619615639496355
78,test,0.7901874382383328,0.8482758620689655
79,train,0.9610432243130852,0.9709741550695825
79,test,0.7986709917533508,0.8551724137931035
80,train,0.9478980405074546,0.9609012591119946
80,test,0.7930082901105859,0.8493368700265252
81,train,0.809226084254284,0.8539430086149767
81,test,0.7053882491411232,0.7618037135278515
82,train,0.9475199915099946,0.9632869449966865
82,test,0.7673153797744783,0.8424403183023874
83,train,0.9413415978646331,0.956129887342611
83,test,0.7686647767233078,0.8328912466843501
84,train,0.9592620211611713,0.9711066931742877
84,test,0.7925207492982678,0.8525198938992044
85,train,0.9537213166388954,0.9671305500331345
85,test,0.7827733783449939,0.8408488063660478
86,train,0.9581488786607343,0.9720344599072234
86,test,0.788877593775756,0.8530503978779841
87,train,0.9387098224364705,0.9575878064943671
87,test,0.7957654826339564,0.8541114058355437
88,train,0.9563753460772428,0.9666003976143142
88,test,0.8040069660104118,0.8620689655172413
89,train,0.9488058922811987,0.9627567925778662
89,test,0.788642070377349,0.8503978779840848
90,train,0.8834409080994693,0.9225977468522201
90,test,0.7649759471284614,0.8312997347480106
91,train,0.952633040388754,0.9672630881378397
91,test,0.8001151906903499,0.8604774535809019
92,train,0.9548552398494863,0.9648774022531478
92,test,0.7945689184031757,0.8514588859416445
93,train,0.9531223135773221,0.9659377070907886
93,test,0.78404814142196,0.8509283819628647
94,train,0.9580589570455583,0.9696487740225315
94,test,0.7797952406817784,0.8456233421750663
95,train,0.9531196535066815,0.966467859509609
95,test,0.7755550631230302,0.849867374005305
96,train,0.9441879504043612,0.9603711066931743
96,test,0.7816897733978008,0.8424403183023874
97,train,0.9539532726203198,0.9692511597084161
97,test,0.79022225718139,0.8567639257294429
98,train,0.9625713467500094,0.9742876076872101
98,test,0.7905989454941015,0.8562334217506631
99,train,0.9303383157379038,0.9468522200132539
99,test,0.7816839550211377,0.839787798408488
