epochs,data_type,macro_f1,micro_f1
0,train,0.2936339984576922,0.370311464546057
0,test,0.3151889022538202,0.3962864721485411
1,train,0.285996045125821,0.4357852882703777
1,test,0.27055184807880106,0.42917771883289124
2,train,0.3264453264295564,0.5001988071570577
2,test,0.3113386814161295,0.49389920424403183
3,train,0.3283176249028741,0.4356527501656726
3,test,0.3143485612335655,0.42758620689655175
4,train,0.41442907144452973,0.5874088800530153
4,test,0.42552327925955125,0.596816976127321
5,train,0.3132548017549614,0.37362491716368457
5,test,0.31882530985663765,0.38249336870026523
6,train,0.4132340796893037,0.5053677932405567
6,test,0.43723637091504175,0.5289124668435013
7,train,0.22427140946800814,0.21842279655400929
7,test,0.22459391046060864,0.21962864721485412
8,train,0.28859568834450966,0.2870775347912525
8,test,0.2958180520243586,0.30079575596816976
9,train,0.32891031989958364,0.3636845593108019
9,test,0.34091800955132084,0.37294429708222804
10,train,0.4502894874971477,0.5840954274353877
10,test,0.4802898809514143,0.610079575596817
11,train,0.4237980209245863,0.584625579854208
11,test,0.4328478735213205,0.5925729442970822
12,train,0.42892003305592913,0.47899271040424124
12,test,0.4327054334061846,0.49124668435013263
13,train,0.40100916393185465,0.517428760768721
13,test,0.4073409151080858,0.5214854111405836
14,train,0.4668071967708757,0.629555997349238
14,test,0.4885889489935004,0.6514588859416446
15,train,0.47909830316331964,0.60649436713055
15,test,0.5092216843750418,0.6318302387267904
16,train,0.41945027998025186,0.622001325381047
16,test,0.4089011537135273,0.6344827586206897
17,train,0.452371325082005,0.6743538767395626
17,test,0.46074253650770425,0.6816976127320955
18,train,0.4074906966456311,0.5182239893969516
18,test,0.41754653929585467,0.5246684350132625
19,train,0.5245759401311345,0.6259774685222002
19,test,0.5491691479910095,0.6371352785145888
20,train,0.552646502520207,0.6210735586481113
20,test,0.5494401258701266,0.6175066312997347
21,train,0.5675865338363065,0.6493041749502982
21,test,0.5631922421788923,0.649867374005305
22,train,0.6397452553017872,0.7208747514910536
22,test,0.6458521550263001,0.7177718832891247
23,train,0.4377450637189078,0.5528164347249834
23,test,0.437105090602356,0.5527851458885942
24,train,0.21082742180813047,0.2247846255798542
24,test,0.2118317547874597,0.23023872679045093
25,train,0.4964267872818014,0.5422133863485752
25,test,0.48538478233209653,0.5251989389920424
26,train,0.39983766083874633,0.5009940357852882
26,test,0.41430070666739444,0.523607427055703
27,train,0.5481919331077886,0.6254473161033797
27,test,0.5414428285551877,0.6159151193633953
28,train,0.49167183272681064,0.526441351888668
