epochs,data_type,macro_f1,micro_f1
0,train,0.4621668218446283,0.5786613651424785
0,test,0.47129116342575134,0.589920424403183
1,train,0.5745554783699562,0.6876076872100729
1,test,0.5704221638857716,0.6854111405835543
2,train,0.5618495214434904,0.6608349900596422
2,test,0.5592003877618354,0.6588859416445624
3,train,0.6398321087373697,0.6991385023194169
3,test,0.6286446579145376,0.6870026525198939
4,train,0.6567653715461736,0.7100066269052352
4,test,0.6600510829262433,0.7082228116710876
5,train,0.6599315816520769,0.7402253147779987
5,test,0.6499829868068978,0.730503978779841
6,train,0.554173157976411,0.6510271703114645
6,test,0.5431209134449002,0.6397877984084881
7,train,0.6560949374621065,0.7362491716368456
7,test,0.633313959620587,0.7220159151193634
8,train,0.7222764002077069,0.787143803843605
8,test,0.7024161701691735,0.7697612732095491
9,train,0.7220430353321566,0.7610337972166998
9,test,0.6887924805013587,0.7347480106100795
10,train,0.7525362594832824,0.7985420808482439
10,test,0.7139623602307905,0.7671087533156499
11,train,0.7044282642135614,0.7639496355202121
11,test,0.6918956517457535,0.7453580901856764
12,train,0.6736709211537357,0.7294897282968854
12,test,0.6418573699223009,0.6976127320954907
13,train,0.6674630898885237,0.7202120609675282
13,test,0.6254964290791992,0.683289124668435
14,train,0.72357493285957,0.7227302849569252
14,test,0.6810099763656933,0.6928381962864721
15,train,0.6861226121400679,0.7027170311464546
15,test,0.6466305469021569,0.6673740053050398
16,train,0.7412897186336099,0.7427435387673956
16,test,0.6997033086159042,0.713527851458886
17,train,0.7483800255419181,0.8128561961563949
17,test,0.6989103098793491,0.7761273209549071
18,train,0.7624243611646454,0.8132538104705103
18,test,0.7036027536599592,0.7612732095490716
19,train,0.6960315469166842,0.7358515573227303
19,test,0.6589020222128271,0.706631299734748
20,train,0.6916619629629474,0.7616964877402254
20,test,0.6458619364864037,0.7257294429708223
21,train,0.6909848862335446,0.7293571901921803
21,test,0.6379189427596617,0.6917771883289124
22,train,0.8228712785752161,0.8554009277667329
22,test,0.7504498591468043,0.8047745358090186
23,train,0.8019973736275837,0.8344599072233267
23,test,0.7037640598897364,0.7628647214854112
24,train,0.8178319124759368,0.8640159045725646
24,test,0.7520284096576397,0.8090185676392573
25,train,0.8260152020662609,0.8402915838303511
25,test,0.7447053578174652,0.7809018567639258
26,train,0.8481314302094652,0.8796554009277667
26,test,0.763830167027923,0.8159151193633952
27,train,0.8297616111271058,0.862027833001988
27,test,0.7494961268184112,0.7984084880636605
