epochs,data_type,macro_f1,micro_f1
0,train,0.1773644999607456,0.4870775347912525
0,test,0.18298481995092164,0.4891246684350133
1,train,0.2412502325108105,0.5704440026507621
1,test,0.23299599099435034,0.5618037135278514
2,train,0.3159095911396451,0.6011928429423459
2,test,0.3264719892120841,0.610079575596817
3,train,0.13531465308562488,0.4736911862160371
3,test,0.13376594448669477,0.47320954907161805
4,train,0.2262338002683056,0.5386348575215374
4,test,0.22826361126027797,0.5368700265251989
5,train,0.3182550033735484,0.6153744201457919
5,test,0.3193933916011838,0.6190981432360743
6,train,0.19022068058316816,0.2905235255135852
6,test,0.1908334276682425,0.2923076923076923
7,train,0.34943057454426557,0.6176275679257787
7,test,0.3577216623390088,0.6196286472148541
8,train,0.39477425049416925,0.6416169648774023
8,test,0.41691839092711136,0.6493368700265252
9,train,0.3883328239063033,0.5847581179589132
9,test,0.403835327753427,0.6005305039787798
10,train,0.24892465620573118,0.5655400927766733
10,test,0.243910979754633,0.5639257294429708
11,train,0.1614916023727036,0.4888005301524188
11,test,0.16326109541919753,0.4880636604774536
12,train,0.2463964815633431,0.5711066931742876
12,test,0.24787525462653467,0.5697612732095491
13,train,0.2999320008642605,0.6106030483764082
13,test,0.28458348826680374,0.6026525198938992
14,train,0.5051027582893337,0.7053677932405567
14,test,0.5189396394441349,0.6986737400530504
15,train,0.3231370926902072,0.6481113320079522
15,test,0.31467447600610277,0.6440318302387268
16,train,0.44274395768970665,0.6259774685222002
16,test,0.4349216723477952,0.6270557029177719
17,train,0.5200052118108838,0.6698475811795891
17,test,0.5312030519525968,0.673209549071618
18,train,0.25924298129991935,0.5487077534791253
18,test,0.2628357190540111,0.5464190981432361
19,train,0.33605506280409647,0.40278330019880715
19,test,0.3437440118663713,0.4185676392572945
20,train,0.31969146207592225,0.5886017229953612
20,test,0.323690722035488,0.5862068965517241
21,train,0.32306418758163435,0.5764082173624917
21,test,0.3132837054269126,0.5718832891246685
22,train,0.5250421625584828,0.6514247846255798
22,test,0.5229309565884128,0.6530503978779841
23,train,0.38642405414463743,0.6363154406891981
23,test,0.39478962376307114,0.6392572944297082
24,train,0.5818701275975279,0.7480450629555998
24,test,0.5885641389832708,0.7474801061007957
25,train,0.35602701797419345,0.5801192842942345
25,test,0.35451303338274665,0.5824933687002652
26,train,0.5711515270345952,0.7165009940357853
26,test,0.5684547357655211,0.7114058355437666
27,train,0.5602696993638724,0.7216699801192843
27,test,0.5517606910899923,0.7183023872679045
28,train,0.5905337669598846,0.7256461232604374
28,test,0.581280923352812,0.7183023872679045
29,train,0.39073380286840675,0.46136514247846255
29,test,0.3823014627150708,0.45411140583554377
30,train,0.5905285453152704,0.6796554009277668
30,test,0.5833348055035562,0.670026525198939
31,train,0.5690148596430719,0.6673293571901922
31,test,0.5595496556853765,0.6562334217506631
32,train,0.443120935177536,0.5013916500994036
32,test,0.4460593068304045,0.5098143236074271
33,train,0.535697491238189,0.6355202120609675
33,test,0.551267856218377,0.6477453580901856
34,train,0.6786608255494583,0.7693836978131213
34,test,0.6817144765773879,0.7649867374005305
35,train,0.4352734996420972,0.6266401590457257
35,test,0.44345831278466924,0.6259946949602122
36,train,0.6060920604291449,0.7021868787276342
36,test,0.5998137779250039,0.7013262599469496
37,train,0.6565633987645446,0.7826375082836315
37,test,0.6510491135030361,0.7803713527851459
38,train,0.3768117747239968,0.49092113982770047
38,test,0.3712623202463262,0.49124668435013263
39,train,0.3286288181719722,0.605168986083499
39,test,0.33138197214964826,0.610079575596817
40,train,0.5658975009102069,0.7436713055003313
40,test,0.5368141762456196,0.7294429708222812
41,train,0.2723796756331392,0.4968853545394301
41,test,0.2692061116127402,0.5029177718832891
42,train,0.512805516821645,0.6669317428760769
42,test,0.5245862519878928,0.6705570291777189
43,train,0.5985691028136809,0.7381047051027171
43,test,0.5579281417221501,0.7098143236074269
44,train,0.19965145562891037,0.3597084161696487
44,test,0.20135855651283424,0.36286472148541116
45,train,0.4979349774868246,0.7290921139827701
45,test,0.48079115713773524,0.7172413793103447
46,train,0.45943528624854324,0.6864148442677269
46,test,0.45342692986532995,0.6763925729442971
47,train,0.4975006843095918,0.6155069582504971
47,test,0.5000730706230982,0.6122015915119363
48,train,0.4950235008828591,0.5888667992047714
48,test,0.48647782965198055,0.5856763925729443
49,train,0.6213931243305105,0.7333333333333333
49,test,0.5887689875547734,0.7098143236074269
50,train,0.40282955797251835,0.4823061630218688
50,test,0.4022600046903141,0.48010610079575594
51,train,0.3555836482090303,0.4691848906560636
51,test,0.34411657567006665,0.4588859416445623
52,train,0.60038191276889,0.6873426110006627
52,test,0.5809289129588117,0.6647214854111406
53,train,0.6903557991817477,0.7590457256461233
53,test,0.658530931085439,0.7273209549071619
54,train,0.5911678623783134,0.6763419483101392
54,test,0.5850315188882729,0.6742705570291777
55,train,0.48284568871571415,0.5451292246520875
55,test,0.471513908799506,0.5416445623342175
56,train,0.3818515490735777,0.43684559310801857
56,test,0.3731613828166658,0.43448275862068964
57,train,0.3947676768561052,0.4823061630218688
57,test,0.38723442309076267,0.4726790450928382
58,train,0.7277357963247718,0.8086149768058317
58,test,0.6797047764579476,0.7803713527851459
59,train,0.5239539640188453,0.6393638170974155
59,test,0.5023078835479665,0.6259946949602122
60,train,0.41906461557083946,0.47541418157720344
60,test,0.40920297174138653,0.46843501326259945
61,train,0.4781575961458472,0.562491716368456
61,test,0.4727698050664314,0.5644562334217507
62,train,0.37871299767844435,0.4502319416832339
62,test,0.3656237405412094,0.4450928381962865
63,train,0.5176099164367445,0.5583830351225978
63,test,0.49013819870931447,0.5427055702917772
64,train,0.3359404826347696,0.3502982107355865
64,test,0.31171987791078704,0.33421750663129973
65,train,0.4448768414015548,0.5192842942345924
65,test,0.43771606511435823,0.5076923076923077
66,train,0.5762384070778668,0.67090788601723
66,test,0.5450811538253609,0.646684350132626
67,train,0.4391186925483713,0.5260437375745527
67,test,0.44586825999106283,0.5310344827586206
68,train,0.35958077948777606,0.42412193505632867
68,test,0.33946372071601766,0.4169761273209549
69,train,0.48211921072302444,0.5616964877402253
69,test,0.47528930003758674,0.5639257294429708
70,train,0.5443013800324025,0.6417495029821073
70,test,0.5190423055959653,0.6222811671087534
71,train,0.5907817553831927,0.6703777335984096
71,test,0.5718560675217054,0.649867374005305
72,train,0.3268565069088597,0.4106030483764082
72,test,0.3234597913956339,0.4143236074270557
73,train,0.5246567824120991,0.6137839628893307
73,test,0.5051496572472048,0.5978779840848807
74,train,0.42756709701120305,0.5194168323392976
74,test,0.4166377793961904,0.5151193633952255
75,train,0.5585803794697256,0.6474486414844268
75,test,0.5398969187442864,0.6307692307692307
76,train,0.3662070903789782,0.39880715705765407
76,test,0.3647048325440463,0.39946949602122017
77,train,0.43651158250970995,0.49768058316766073
77,test,0.4275669533061217,0.483289124668435
78,train,0.44044392745512173,0.49555997349237907
78,test,0.42824673194953966,0.49018567639257293
79,train,0.36289633956332173,0.40198807157057653
79,test,0.3372476177140975,0.3893899204244032
80,train,0.5619381747245131,0.6084824387011266
80,test,0.5331202302611358,0.5755968169761273
81,train,0.6760872974275047,0.7579854208084825
81,test,0.6308744425841306,0.7183023872679045
82,train,0.48329740927456805,0.5194168323392976
82,test,0.44112431543698893,0.4785145888594164
83,train,0.7504777709535817,0.8129887342611001
83,test,0.6929675862611256,0.7649867374005305
84,train,0.564189243564707,0.6164347249834328
84,test,0.5208719408377671,0.5713527851458886
85,train,0.6508315978124933,0.7426110006626904
85,test,0.592274825638146,0.6907161803713527
86,train,0.5453381967741956,0.6079522862823061
86,test,0.5067285015044355,0.5755968169761273
87,train,0.6294234505869805,0.6897282968853545
87,test,0.5925778507525872,0.6535809018567639
88,train,0.6258531800774032,0.7223326706428098
88,test,0.586647113028926,0.6891246684350133
89,train,0.5248280268693853,0.5782637508283631
89,test,0.4880141558106761,0.5379310344827586
90,train,0.5863184170905774,0.601325381047051
90,test,0.5551840154356242,0.5740053050397877
91,train,0.5316454480333378,0.5688535453943009
91,test,0.5104265100010394,0.540053050397878
92,train,0.5491480201029123,0.6209410205434063
92,test,0.5185001158604602,0.5941644562334217
93,train,0.5661869789636562,0.6209410205434063
93,test,0.5110277515123129,0.5713527851458886
94,train,0.5434123372493959,0.6075546719681909
94,test,0.49608306250206696,0.5628647214854111
95,train,0.5288174674775272,0.5773359840954274
95,test,0.4895704440851157,0.5474801061007958
96,train,0.5465057082844373,0.619350563286945
96,test,0.49980525773748485,0.579840848806366
97,train,0.41143432111845524,0.4331345261762757
97,test,0.38412105819409204,0.4095490716180371
98,train,0.4956650703126522,0.5736249171636846
98,test,0.45391626598804524,0.5363395225464191
99,train,0.5887042011258053,0.6489065606361829
99,test,0.5305395980118676,0.5989389920424403
