epochs,data_type,macro_f1,micro_f1
0,train,0.4020361892739988,0.4731610337972167
0,test,0.41871691090412877,0.49018567639257293
1,train,0.4256441070296974,0.49025844930417495
1,test,0.43634351849669245,0.4891246684350133
2,train,0.4962136813961327,0.575480450629556
2,test,0.48423015373688827,0.5665782493368701
3,train,0.2939369488295312,0.3082836315440689
3,test,0.30049532892571273,0.31618037135278515
4,train,0.27845734920926757,0.3121272365805169
4,test,0.27014249967643356,0.306631299734748
5,train,0.4887176261264612,0.5681908548707754
5,test,0.4898908081427068,0.5644562334217507
6,train,0.3187823584266035,0.3222001325381047
6,test,0.32220652788078713,0.32891246684350134
7,train,0.3130603793217095,0.36394963552021203
7,test,0.31631673393687687,0.3655172413793104
8,train,0.37327333162603143,0.3862160371106693
8,test,0.3582696763781595,0.37188328912466845
9,train,0.4686447238290402,0.5449966865473824
9,test,0.4822795478342649,0.5580901856763926
10,train,0.5109663912677755,0.6173624917163685
10,test,0.5076399486060508,0.6148541114058356
11,train,0.45637662654600736,0.48084824387011266
11,test,0.4594374449799455,0.48753315649867374
12,train,0.6121848355706032,0.6857521537442015
12,test,0.6081315015038478,0.6838196286472149
13,train,0.5594409742144731,0.6277004638833664
13,test,0.5601285776298206,0.6217506631299735
14,train,0.5840577971465171,0.6530152418820411
14,test,0.5897127573623676,0.6551724137931034
15,train,0.4695481477405069,0.5206096752816435
15,test,0.4797343393102155,0.5305039787798409
16,train,0.42714860647111513,0.4078197481776011
16,test,0.420647323666189,0.40583554376657827
17,train,0.4642013541787704,0.49516235917826373
17,test,0.46278463916180373,0.49283819628647213
18,train,0.4651529509983548,0.47567925778661363
18,test,0.45529346318210095,0.47055702917771886
19,train,0.36244190538028237,0.40715705765407556
19,test,0.359630446958758,0.4053050397877984
20,train,0.3549457597949718,0.42783300198807156
20,test,0.35596223593730036,0.43289124668435014
21,train,0.6081584142804547,0.6630881378396289
21,test,0.6025609170897106,0.6578249336870027
22,train,0.5844252477216707,0.627170311464546
22,test,0.5703660026985649,0.6169761273209549
